DATE,SESSION,TYPE_START,FROM,TO,LOCATION,SESSION_NUM,TYPE,TOPIC,CHAIR,CHAIR_CL,CHAIR_CONFIRMED,SPEAKER,TITLE,ABSTRACT,ABSTRACT_CL,REFERENCES,SPEAKER1,SPEAKER2,AFF1,AFF2,AUTHORS,TOPIC_REASSIGNED
8/1/2023,D,10:30 AM,10:30 AM,11:00 AM,Aliber 103,4,Parallel Session,Statistical and Machine Learning II,Zhiyu Quan,Zhiyu Quan,TRUE,Ramzi Abujamra,"An Introduction to Uplift Modeling in Care Management Intervention Programs, With an Expanded Modeling Framework","Explore a general introduction to uplift modeling, a relatively newer area in machine learning which has been successfully used in retail (Wayfair etc.). The concepts are parallel to the intervention programs in health care, where we are interested in measuring the treatment effects and ultimately directing the right members to the most effective programs, driving the highest value for the programs both from a financial and health outcomes perspective. Uplift modeling can also be viewed in the context of causality where we are interested in the impact of a treatment relative to a member not receiving the treatment.  One unique component of this talk will be a discussion about expanding the framework to go beyond treatment impact and include other impacts such as cost or revenue.  This framework will be showcased using an optimization approach (knapsack) as well as with probability distributions.  A discussion about a potential implementation that expands the demo will be covered.","Explore a general introduction to uplift modeling, a relatively newer area in machine learning which has been successfully used in retail (Wayfair etc.). The concepts are parallel to the intervention programs in health care, where we are interested in measuring the treatment effects and ultimately directing the right members to the most effective programs, driving the highest value for the programs both from a financial and health outcomes perspective. Uplift modeling can also be viewed in the context of causality where we are interested in the impact of a treatment relative to a member not receiving the treatment. One unique component of this talk will be a discussion about expanding the framework to go beyond treatment impact and include other impacts such as cost or revenue. This framework will be showcased using an optimization approach (knapsack) as well as with probability distributions. A discussion about a potential implementation that expands the demo will be covered.",,Ramzi Abujamra,,Cohere Health (Clinical Programs and Analytics),,,
8/1/2023,D,10:30 AM,11:00 AM,11:30 AM,Aliber 103,4,Parallel Session,Statistical and Machine Learning II,Zhiyu Quan,Zhiyu Quan,TRUE,Lu Xiong,Stacking Ensemble Learning for Enhancement of Insurance Regulatory Information System," The solvency of an insurance company refers to its ability to pay its debts, including insurance premiums and indemnities. The National Association of Insurance Commissioners (NAIC) developed the Insurance Regulatory Information System (IRIS) to help state insurance departments identify companies that may need regulatory attention regarding solvency. IRIS consists of 13 ratios grouped into four categories. If a company exceeds its usual range in more than four ratios, regulators will take notice. In this project, our goal is to predict whether a company will have four or more unusual IRIS ratios in the first, third, and fifth years, which is represented by being solvent or insolvent. For this, the H2O AutoML was used to classify companies as solvent or insolvent. This model uses a variety of algorithms to analyze data, select features, and tune parameters. After comparison of several models including the individual models, base ensemble models, and stacked ensemble models, the best model identified as StackedEnsemble_BestOfFamily, achieved an accuracy of 90.84%, an AUC of 0.96, and an AUPCR of 0.98, indicating that it can accurately predict insolvency in 90.84% of cases. Together with being highly accurate, this model is simple to use as it can be implemented by professionals who have minimal machine learning skills.","The solvency of an insurance company refers to its ability to pay its debts, including insurance premiums and indemnities. The National Association of Insurance Commissioners (NAIC) developed the Insurance Regulatory Information System (IRIS) to help state insurance departments identify companies that may need regulatory attention regarding solvency. IRIS consists of 13 ratios grouped into four categories. If a company exceeds its usual range in more than four ratios, regulators will take notice. In this project, our goal is to predict whether a company will have four or more unusual IRIS ratios in the first, third, and fifth years, which is represented by being solvent or insolvent. For this, the H2O AutoML was used to classify companies as solvent or insolvent. This model uses a variety of algorithms to analyze data, select features, and tune parameters. After comparison of several models including the individual models, base ensemble models, and stacked ensemble models, the best model identified as StackedEnsemble_BestOfFamily, achieved an accuracy of 90.84%, an AUC of 0.96, and an AUPCR of 0.98, indicating that it can accurately predict insolvency in 90.84% of cases. Together with being highly accurate, this model is simple to use as it can be implemented by professionals who have minimal machine learning skills.", ,Lu Xiong, ,Middle Tennessee State University,,,Statistical and machine learning I
8/1/2023,D,10:30 AM,11:30 AM,12:00 PM,Aliber 103,4,Parallel Session,Statistical and Machine Learning II,Zhiyu Quan,Zhiyu Quan,TRUE,Zhiyu Quan,On Hybrid Tree-Based Methods for Short-Term Insurance Claims," Two-part framework and the Tweedie generalized linear model (GLM) have traditionally been used to model loss costs for short-term insurance contracts. For most portfolios of insurance claims, there is typically a large proportion of zero claims that leads to imbalances, resulting in lower prediction accuracy of these traditional approaches. In this article, we propose the use of tree-based methods with a hybrid structure that involves a two-step algorithm as an alternative approach. For example, the first step is the construction of a classification tree to build the probability model for claim frequency. The second step is the application of elastic net regression models at each terminal node from the classification tree to build the distribution models for claim severity. This hybrid structure captures the benefits of tuning hyperparameters at each step of the algorithm; this allows for improved prediction accuracy, and tuning can be performed to meet specific business objectives. An obvious major advantage of this hybrid structure is improved model interpretability. We examine and compare the predictive performance of this hybrid structure relative to the traditional Tweedie GLM using both simulated and real datasets. Our empirical results show that these hybrid tree-based methods produce more accurate and informative predictions.","Two-part framework and the Tweedie generalized linear model (GLM) have traditionally been used to model loss costs for short-term insurance contracts. For most portfolios of insurance claims, there is typically a large proportion of zero claims that leads to imbalances, resulting in lower prediction accuracy of these traditional approaches. In this article, we propose the use of tree-based methods with a hybrid structure that involves a two-step algorithm as an alternative approach. For example, the first step is the construction of a classification tree to build the probability model for claim frequency. The second step is the application of elastic net regression models at each terminal node from the classification tree to build the distribution models for claim severity. This hybrid structure captures the benefits of tuning hyperparameters at each step of the algorithm; this allows for improved prediction accuracy, and tuning can be performed to meet specific business objectives. An obvious major advantage of this hybrid structure is improved model interpretability. We examine and compare the predictive performance of this hybrid structure relative to the traditional Tweedie GLM using both simulated and real datasets. Our empirical results show that these hybrid tree-based methods produce more accurate and informative predictions.", ,Zhiyu Quan, ,University of Illinois at Urbana-Champaign,,,Statistical and machine learning III
8/1/2023,D,10:30 AM,10:30 AM,11:00 AM,Aliber 107,5,Parallel Session,Mortality and Longevity Modeling I,Brian Hartman,Brian Hartman,TRUE,Yiping Guo,Fast Estimation of the Renshaw-Haberman Model and Its Variants," In mortality modelling, cohort effects are often taken into consideration as they add insights about variations in mortality across different generations. Statistically speaking, models such as the Renshaw-Haberman model may provide a better fit to historical data compared to their counterparts that incorporate no cohort effects. However, when such models are estimated using an iterative maximum likelihood method in which parameters are updated one at a time, convergence is typically slow and may not even be reached within a reasonably established maximum number of iterations. Among others, the slow convergence problem hinders the study of parameter uncertainty through bootstrapping methods. In this paper, we propose an intuitive estimation method that minimizes the sum of squared errors between actual and fitted log central death rates. The complications arising from the incorporation of cohort effects are overcome by formulating part of the optimization as a principal component analysis with missing values. Using mortality data from England and Wales, we demonstrate that our proposed method produces satisfactory estimation results and is significantly more efficient compared to the traditional likelihood-based approach.","In mortality modelling, cohort effects are often taken into consideration as they add insights about variations in mortality across different generations. Statistically speaking, models such as the Renshaw-Haberman model may provide a better fit to historical data compared to their counterparts that incorporate no cohort effects. However, when such models are estimated using an iterative maximum likelihood method in which parameters are updated one at a time, convergence is typically slow and may not even be reached within a reasonably established maximum number of iterations. Among others, the slow convergence problem hinders the study of parameter uncertainty through bootstrapping methods. In this paper, we propose an intuitive estimation method that minimizes the sum of squared errors between actual and fitted log central death rates. The complications arising from the incorporation of cohort effects are overcome by formulating part of the optimization as a principal component analysis with missing values. Using mortality data from England and Wales, we demonstrate that our proposed method produces satisfactory estimation results and is significantly more efficient compared to the traditional likelihood-based approach.", ,Yiping Guo, ,University of Waterloo,,,Mortality and longevity modeling II
8/1/2023,D,10:30 AM,11:00 AM,11:30 AM,Aliber 107,5,Parallel Session,Mortality and Longevity Modeling I,Brian Hartman,Brian Hartman,TRUE,Priscilla Mansah Codjoe and Siegfried Kaful Anyomi,Optimizing Pooled Annuity Portfolios via Adaptive Volatility Strategies," Pooled retirement plans address the annuity puzzle by providing a collective approach to managing longevity risk and offering participants the benefits of guaranteed lifetime income. Therefore, appropriately modeling unanticipated mortality improvements within these plans ensure funding adequacy. We implement mean reversion stochastic models for both mortality and interest rate to assess the potential impact of unexpected variations in mortality and interest rates. We show that by combining a dynamic target volatility strategy, such group plans can optimize portfolio risk exposure and potential returns in response to changing mortality and interest rates. ","Pooled retirement plans address the annuity puzzle by providing a collective approach to managing longevity risk and offering participants the benefits of guaranteed lifetime income. Therefore, appropriately modeling unanticipated mortality improvements within these plans ensure funding adequacy. We implement mean reversion stochastic models for both mortality and interest rate to assess the potential impact of unexpected variations in mortality and interest rates. We show that by combining a dynamic target volatility strategy, such group plans can optimize portfolio risk exposure and potential returns in response to changing mortality and interest rates.", ,Priscilla Mansah Codjoe,Siegfried Kaful Anyomi,Southern Illinois University Edwardsville,University of Iowa,,Mortality and longevity modeling II
8/1/2023,D,10:30 AM,11:30 AM,12:00 PM,Aliber 107,5,Parallel Session,Mortality and Longevity Modeling I,Brian Hartman,Brian Hartman,TRUE,Brian Hartman,A Multivariate Spatiotemporal Model for County Level Mortality Data in the Contiguous United States," Using a number of modern predictive modeling methods, we seek to understand the factors that drive mortality in the contiguous United States. The mortality data we use is indexed by county and year as well as grouped into 18 different age bins. We propose a model that adds two important contributions to existing mortality studies. First, instead of building mortality models separately by age or treating age as a fixed covariate, we treat age as a random effect. This is an improvement over previous models because it allows the model in one age group to borrow strength and information from other age groups that are nearby. The result is a multivariate spatiotemporal model and is estimated using Integrated Nested Laplace Approximations (INLA).  Second, we utilize Gaussian Processes to create nonlinear covariate effects for predictors such as unemployment rate, race, and education level.  This allows for a more flexible relationship to be modeled between mortality and these important predictors. Understanding that the United States is expansive and diverse, we also allow for many of these effects to vary by location. The amount of flexibility of our model in how predictors relate to mortality has not been used in previous mortality studies and will result in a more accurate model and a more complete understanding of the factors that drive mortality. Both the multivariate nature of the model as well as the non-linear predictors that have an interaction with space will advance the study of mortality beyond what has been done previously and will allow us to better examine the often complicated relationships between the predictors and mortality in different regions.","Using a number of modern predictive modeling methods, we seek to understand the factors that drive mortality in the contiguous United States. The mortality data we use is indexed by county and year as well as grouped into 18 different age bins. We propose a model that adds two important contributions to existing mortality studies. First, instead of building mortality models separately by age or treating age as a fixed covariate, we treat age as a random effect. This is an improvement over previous models because it allows the model in one age group to borrow strength and information from other age groups that are nearby. The result is a multivariate spatiotemporal model and is estimated using Integrated Nested Laplace Approximations (INLA). Second, we utilize Gaussian Processes to create nonlinear covariate effects for predictors such as unemployment rate, race, and education level. This allows for a more flexible relationship to be modeled between mortality and these important predictors. Understanding that the United States is expansive and diverse, we also allow for many of these effects to vary by location. The amount of flexibility of our model in how predictors relate to mortality has not been used in previous mortality studies and will result in a more accurate model and a more complete understanding of the factors that drive mortality. Both the multivariate nature of the model as well as the non-linear predictors that have an interaction with space will advance the study of mortality beyond what has been done previously and will allow us to better examine the often complicated relationships between the predictors and mortality in different regions.", ,Brian Hartman, ,Brigham Young University,,,Mortality and longevity modeling II
8/1/2023,E,12:00 PM,12:00 PM,1:30 PM,Hubbell Dining Hall,NA,Lunch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/1/2023,E,1:30 PM,1:30 PM,3:00 PM,Aliber 101,1,Parallel Session,(Invited Session) DE&I Panel,NA,NA,NA,NA,"Is the Workplace Leading or Following Society in Diversity, Equity, and Inclusion?","Diversity, equity, and inclusion is a critical component of both a just society and workplace.  This session brings together thought leaders and practitioners with experience in the insurance industry to share their goals, successes, challenges, and measurable outcomes.  Learn how they identified the appropriate next steps for their organizations, how they determined whether success is defined as a milestone or a finish line, what expected and unforeseen challenges occurred and how they pivoted to improve, and if improvement can be measured.  Panelists have experience in both formulating strategies and executing plans. ","Diversity, equity, and inclusion is a critical component of both a just society and workplace. This session brings together thought leaders and practitioners with experience in the insurance industry to share their goals, successes, challenges, and measurable outcomes. Learn how they identified the appropriate next steps for their organizations, how they determined whether success is defined as a milestone or a finish line, what expected and unforeseen challenges occurred and how they pivoted to improve, and if improvement can be measured. Panelists have experience in both formulating strategies and executing plans.",,NA,,NA,,,DE&I
8/1/2023,E,1:30 PM,1:30 PM,2:00 PM,Aliber 102,2,Parallel Session,Optimal Control and Optimization II,Wenyuan Li,Wenyuan Li,TRUE,Jiarui Yu,What Benefits Drive Membership in Medicare Advantage Plans?,"Medicare Advantage plans offer a wide range of benefits ranging from financial (e.g., deductible) to ancillary (e.g., meals, transports). We use enrollment, performance, and benefits data for Connecticut 2019-2022 to identify the most relevant benefits that drive membership. We apply the Non-Negative Matrix Factorization algorithm to reduce dimensionality and summarize the benefit features present in the extracted data while obtaining a set of indices that summarize the structure of benefits. Then, we employ a linear mixed model and linear projection to quantify the correlation between extracted features and plan enrollment. We identify the correlation among the market share and inpatient copay days, vision exams, remote access technologies, health education, etc. The model also shows that brand has a statistically significant effect and indirect impact of star ratings on membership.","Medicare Advantage plans offer a wide range of benefits ranging from financial (e.g., deductible) to ancillary (e.g., meals, transports). We use enrollment, performance, and benefits data for Connecticut 2019-2022 to identify the most relevant benefits that drive membership. We apply the Non-Negative Matrix Factorization algorithm to reduce dimensionality and summarize the benefit features present in the extracted data while obtaining a set of indices that summarize the structure of benefits. Then, we employ a linear mixed model and linear projection to quantify the correlation between extracted features and plan enrollment. We identify the correlation among the market share and inpatient copay days, vision exams, remote access technologies, health education, etc. The model also shows that brand has a statistically significant effect and indirect impact of star ratings on membership.",,Jiarui Yu, ,UCSB,,,Insurance economics I
8/1/2023,E,1:30 PM,2:00 PM,2:30 PM,Aliber 102,2,Parallel Session,Optimal Control and Optimization II,Wenyuan Li,Wenyuan Li,TRUE,Wei Wei,Optimal Insurance Design Under Smooth Ambiguity,"We analyze optimal insurance design for a risk- and ambiguity-averse policyholder who is uncertain about the distribution of losses and faces linear transaction costs. We use smooth ambiguity preferences, a flexible ambiguity structure, and focus on indemnity schedules that satisfy the principle of indemnity and the no-sabotage condition for incentive compatibility. We characterize optimal insurance contracts and find that the marginal indemnity is either zero or one except at critical points. We then provide a condition for a straight deductible to be optimal and show that this condition is satisfied under various stochastic ordering assumptions on the priors. We discuss specific ambiguity structures, some of which give rise to indemnities with multiple layers. We also derive comparative statics. Greater ambiguity aversion always raises insurance demand whereas greater ambiguity has indeterminate effects. For policyholders with relative ambiguity prudence between zero and two, greater ambiguity raises insurance demand.","We analyze optimal insurance design for a risk- and ambiguity-averse policyholder who is uncertain about the distribution of losses and faces linear transaction costs. We use smooth ambiguity preferences, a flexible ambiguity structure, and focus on indemnity schedules that satisfy the principle of indemnity and the no-sabotage condition for incentive compatibility. We characterize optimal insurance contracts and find that the marginal indemnity is either zero or one except at critical points. We then provide a condition for a straight deductible to be optimal and show that this condition is satisfied under various stochastic ordering assumptions on the priors. We discuss specific ambiguity structures, some of which give rise to indemnities with multiple layers. We also derive comparative statics. Greater ambiguity aversion always raises insurance demand whereas greater ambiguity has indeterminate effects. For policyholders with relative ambiguity prudence between zero and two, greater ambiguity raises insurance demand.",,Wei Wei, ,University of Illinois Urbana-Champaign,,,Insurance economics I
8/1/2023,E,1:30 PM,2:30 PM,3:00 PM,Aliber 102,2,Parallel Session,Optimal Control and Optimization II,Wenyuan Li,Wenyuan Li,TRUE,Wenyuan Li,Constrained Portfolio Optimization in a Life-Cycle Model,"In this paper, we consider an individual with a stochastic income manages a portfolio consisting of stocks, a bond, and life insurance to maximize his or her consumption level, death benefit, and terminal wealth. Meanwhile, the individual faces a convex-set trading constraint, of which the non-tradeable asset constraint, no short-selling constraint, and no borrowing constraint are special cases. Following Cuoco (1997), we build the artificial markets to derive the dual problem and prove the existence of the original problem. With additional discussions, we extend his uniformly bounded assumption on the interest rate to an almost surely finite expectation condition and enlarge his uniformly bounded assumption on the income process to a bounded expectation condition. Moreover, we propose a dual control neural network approach to compute tight lower and upper bounds for the original problem, which can be utilized in more general cases than the simulation of artificial markets strategies (SAMS) approach in Bick et al. (2013). Finally, we conclude that when considering the trading constraints, the individual will reduce his or her demand for life insurance.","In this paper, we consider an individual with a stochastic income manages a portfolio consisting of stocks, a bond, and life insurance to maximize his or her consumption level, death benefit, and terminal wealth. Meanwhile, the individual faces a convex-set trading constraint, of which the non-tradeable asset constraint, no short-selling constraint, and no borrowing constraint are special cases. Following Cuoco (1997), we build the artificial markets to derive the dual problem and prove the existence of the original problem. With additional discussions, we extend his uniformly bounded assumption on the interest rate to an almost surely finite expectation condition and enlarge his uniformly bounded assumption on the income process to a bounded expectation condition. Moreover, we propose a dual control neural network approach to compute tight lower and upper bounds for the original problem, which can be utilized in more general cases than the simulation of artificial markets strategies (SAMS) approach in Bick et al. (2013). Finally, we conclude that when considering the trading constraints, the individual will reduce his or her demand for life insurance.",,Wenyuan Li, ,The University of Hong Kong,,,Insurance economics I
8/1/2023,E,1:30 PM,1:30 PM,2:00 PM,Aliber 103,3,Parallel Session,"Blockchain, Telematics, and InsurTech II",Arnold Shapiro,Arnold Shapiro,TRUE,Jiajie Yang,Distributed Insurance: Single and Multi-Period,"This article explores the problem of multi-period premiums and loss allocation in distributed insurance. In recent years, various platforms like Nexus Mutual and Etherisc have opened up the insurance market to individual investors, allowing them to act as insurers by providing capital, undertaking risks, and collecting premiums. These platforms have broadened investment opportunities for the general public. However, there has been limited theory behind the practice. In this paper, we begin by studying the distinction between two specific loss allocations and develop a set of viable non-proportional loss allocation strategies for the one-period scenario. Moving on to the multi-period problem, we propose a novel loss allocation approach that promotes stability in our insurance loss-sharing system. Additionally, we present some non-proportional premium allocations aimed at fostering business expansion in distributed insurance. The article concludes with a numerical example.","This article explores the problem of multi-period premiums and loss allocation in distributed insurance. In recent years, various platforms like Nexus Mutual and Etherisc have opened up the insurance market to individual investors, allowing them to act as insurers by providing capital, undertaking risks, and collecting premiums. These platforms have broadened investment opportunities for the general public. However, there has been limited theory behind the practice. In this paper, we begin by studying the distinction between two specific loss allocations and develop a set of viable non-proportional loss allocation strategies for the one-period scenario. Moving on to the multi-period problem, we propose a novel loss allocation approach that promotes stability in our insurance loss-sharing system. Additionally, we present some non-proportional premium allocations aimed at fostering business expansion in distributed insurance. The article concludes with a numerical example.",,Jiajie Yang, ,University of Illinois Urbana-Champaign,,,"Blockchain, Telematics, and InsurTech I"
8/1/2023,E,1:30 PM,2:00 PM,2:30 PM,Aliber 103,3,Parallel Session,"Blockchain, Telematics, and InsurTech II",Arnold Shapiro,Arnold Shapiro,TRUE,Hashan Savinda Peiris Kalugama Gardige,Integration of Traditional and Telematics Data for Efficient Insurance Claims Prediction,"While driver telematics has gained attention for risk classification in auto insurance, scarcity of observations with telematics features has been problematic, which could be owing to either privacy concern or adverse selection compared to the data points with traditional features.
 
To handle this issue, we propose a data integration technique based on calibration weights. It is shown that the proposed technique can efficiently integrate the so-called traditional data and telematics data and also cope with possible adverse selection issues on the availability of telematics data. Our findings are supported by a simulation study and empirical analysis on a synthetic telematics data set.","While driver telematics has gained attention for risk classification in auto insurance, scarcity of observations with telematics features has been problematic, which could be owing to either privacy concern or adverse selection compared to the data points with traditional features.
 
To handle this issue, we propose a data integration technique based on calibration weights. It is shown that the proposed technique can efficiently integrate the so-called traditional data and telematics data and also cope with possible adverse selection issues on the availability of telematics data. Our findings are supported by a simulation study and empirical analysis on a synthetic telematics data set.",,Hashan Savinda Peiris Kalugama Gardige, ,Simon Fraser University,,,"Blockchain, Telematics, and InsurTech I"
8/1/2023,E,1:30 PM,2:30 PM,3:00 PM,Aliber 103,3,Parallel Session,"Blockchain, Telematics, and InsurTech II",Arnold Shapiro,Arnold Shapiro,TRUE,Arnold Shapiro,Blockchain Tontines,"At ARC 2018, I presented a talk on blockchains, which dealt with what they are, how they worked, and their implications for the insurance industry.  A primary goal of that presentation was to convey the notion that a blockchain was a decentralized transaction and data management technology, which featured a distributed, immutable digital record system that was shared among many independent parties and could be updated only by their consensus.
 
This presentation extends that discussion by exploring the implementation of blockchain tontines.  We begin with a brief overview of tontines.  The topics discussed include an intuitive justification of essential tontine equations and tontine flowcharts. We then turn to the central theme of this presentation, the role of blockchains and smart contracts in the development of secure and transparent tontines.  We conclude with a commentary on applications of blockchain tontines.","At ARC 2018, I presented a talk on blockchains, which dealt with what they are, how they worked, and their implications for the insurance industry. A primary goal of that presentation was to convey the notion that a blockchain was a decentralized transaction and data management technology, which featured a distributed, immutable digital record system that was shared among many independent parties and could be updated only by their consensus.
 
This presentation extends that discussion by exploring the implementation of blockchain tontines. We begin with a brief overview of tontines. The topics discussed include an intuitive justification of essential tontine equations and tontine flowcharts. We then turn to the central theme of this presentation, the role of blockchains and smart contracts in the development of secure and transparent tontines. We conclude with a commentary on applications of blockchain tontines.",,Arnold Shapiro, ,Penn State University,,,"Blockchain, Telematics, and InsurTech I"
8/1/2023,E,1:30 PM,1:30 PM,2:00 PM,Aliber 107,4,Parallel Session,Life Insurance,Junsen Tang,Junsen Tang,TRUE,Yuanyuan Zhang,Dynamic Robust Longevity Risk Management,"This paper examines the optimal design and management of reinsurance for longevity risk in the presence of ambiguity surrounding the future mortality experience of the risk exposure holder. Using a Stackelberg differential game approach between a reinsurer and the longevity risk exposure holder, we analyze the conditions under which different types of contracts can enable the existence of a market. Additionally, we provide semi-explicit solutions for the optimal indemnity rates and reinsurance premiums when a market does exist. Our findings indicate that ambiguity aversion towards longevity risk poses a significant obstacle to the development of the longevity risk transfer market. To address this issue, we propose a dynamic longevity reinsurance contract with time-varying indemnity rates, which can enhance the expected utility of both the reinsurer and the exposure holder compared to traditional reinsurance with a static indemnity rate. This dynamic contract design can facilitate transactions of longevity reinsurance, ultimately leading to the growth of the longevity risk transfer market.","This paper examines the optimal design and management of reinsurance for longevity risk in the presence of ambiguity surrounding the future mortality experience of the risk exposure holder. Using a Stackelberg differential game approach between a reinsurer and the longevity risk exposure holder, we analyze the conditions under which different types of contracts can enable the existence of a market. Additionally, we provide semi-explicit solutions for the optimal indemnity rates and reinsurance premiums when a market does exist. Our findings indicate that ambiguity aversion towards longevity risk poses a significant obstacle to the development of the longevity risk transfer market. To address this issue, we propose a dynamic longevity reinsurance contract with time-varying indemnity rates, which can enhance the expected utility of both the reinsurer and the exposure holder compared to traditional reinsurance with a static indemnity rate. This dynamic contract design can facilitate transactions of longevity reinsurance, ultimately leading to the growth of the longevity risk transfer market.", ,Yuanyuan Zhang, ,University of Waterloo,,,Life Insurance
8/1/2023,E,1:30 PM,2:00 PM,2:30 PM,Aliber 107,4,Parallel Session,Life Insurance,Junsen Tang,Junsen Tang,TRUE,Wenyi Lu,Verification of Jewell’s Inequality vs Equivalence Principle via Graphs of Gain Functions," This presentation provides a visualizable and tangible version of verifying the surprising puzzle stated by the late Professor William S. Jewell that, for a fully continuous whole life insurance policy with level premiums and a constant death benefit, even though the equivalence principle stipulates that the insurer’s expected gain at issue is zero, the insurer’s expected gain at the moment of death of the insured is positive. This puzzle/fact is named Jewell’s inequality by Professor Hans Gerber and Professor Elias Shiu.

The author demonstrates via graphs that the curve of the Gain of the insurer at issue is concave-down and the counter curve of the Gain of the insurer at expiry is convex-up. Per the property of Jensen’s inequality, the author then justifies that the premium determined by Equivalence Principle (expected break-even at issue) is for sure larger than the premium determined by expected break-even at expiry. This is equivalent to confirming Jewell’s inequality.

In addition, in the sense of financial interpretation, the author justifies the aforementioned puzzle/fact with the concept of probability of sufficiency of level benefit premiums, together with certainty vs uncertainty of the time of expected break-even. Specifically, with the liabilities being defined in the policies already, the more premiums the insurer can charge, the more financial security the insurer has on this line of business. Conversely, an articulate argument is that the equivalence principle requires an expected break-even at issuance (time 0, which is fixed), whereas the expected gain of 0 at expiry requires an expected break-even at expiry time, an uncertain time, a random variable. The first case clearly indicates more financial security to the insurer than the latter case does.

Moreover, the author verifies Jewell’s inequality for n-payment-year whole life insurance via covariance inequality, using the technique mentioned by Professor Hans Gerber and Professor Elias Shiu.","This presentation provides a visualizable and tangible version of verifying the surprising puzzle stated by the late Professor William S. Jewell that, for a fully continuous whole life insurance policy with level premiums and a constant death benefit, even though the equivalence principle stipulates that the insurer’s expected gain at issue is zero, the insurer’s expected gain at the moment of death of the insured is positive. This puzzle/fact is named Jewell’s inequality by Professor Hans Gerber and Professor Elias Shiu.

The author demonstrates via graphs that the curve of the Gain of the insurer at issue is concave-down and the counter curve of the Gain of the insurer at expiry is convex-up. Per the property of Jensen’s inequality, the author then justifies that the premium determined by Equivalence Principle (expected break-even at issue) is for sure larger than the premium determined by expected break-even at expiry. This is equivalent to confirming Jewell’s inequality.

In addition, in the sense of financial interpretation, the author justifies the aforementioned puzzle/fact with the concept of probability of sufficiency of level benefit premiums, together with certainty vs uncertainty of the time of expected break-even. Specifically, with the liabilities being defined in the policies already, the more premiums the insurer can charge, the more financial security the insurer has on this line of business. Conversely, an articulate argument is that the equivalence principle requires an expected break-even at issuance (time 0, which is fixed), whereas the expected gain of 0 at expiry requires an expected break-even at expiry time, an uncertain time, a random variable. The first case clearly indicates more financial security to the insurer than the latter case does.

Moreover, the author verifies Jewell’s inequality for n-payment-year whole life insurance via covariance inequality, using the technique mentioned by Professor Hans Gerber and Professor Elias Shiu.", ,Wenyi Lu, ,The University of Texas at Dallas,,,Life Insurance
8/1/2023,E,1:30 PM,2:30 PM,3:00 PM,Aliber 107,4,Parallel Session,Life Insurance,Junsen Tang,Junsen Tang,TRUE,Junsen Tang,On the Actuarial Fairness and Marketability of Reverse Mortgages With Tenure Payment Option: The Optimal Surrender Policy Perspective,"This study conducts an optimal surrender analysis of reverse mortgage (RM) loans offered to elderly homeowners as a financing option. Recent market evidence on borrower early surrenders has raised concerns about the marketability of RM products and their impact on the program viability. In this paper, we derive the borrower optimal surrender strategy as a function of the underlying value of the home used as collateral for RM contracts with tenure payment option. Using a probabilistic approach to American option pricing, we present a decomposition result for the value of the contract as the sum of its European counterpart without the surrendering provision and an early exercise premium. By means of the resulting surrender boundary and reference probabilities, we explain the existing market evidence about borrower rational lapse and propose an asset–liability matching rule for valuation fairness and marketability of the prevalent RM programs.","This study conducts an optimal surrender analysis of reverse mortgage (RM) loans offered to elderly homeowners as a financing option. Recent market evidence on borrower early surrenders has raised concerns about the marketability of RM products and their impact on the program viability. In this paper, we derive the borrower optimal surrender strategy as a function of the underlying value of the home used as collateral for RM contracts with tenure payment option. Using a probabilistic approach to American option pricing, we present a decomposition result for the value of the contract as the sum of its European counterpart without the surrendering provision and an early exercise premium. By means of the resulting surrender boundary and reference probabilities, we explain the existing market evidence about borrower rational lapse and propose an asset–liability matching rule for valuation fairness and marketability of the prevalent RM programs.", ,Junsen Tang, ,University of Saint Thomas,,,Life Insurance
8/1/2023,E,1:30 PM,1:30 PM,2:00 PM,Aliber 108,5,Parallel Session,Catastrophic Risk Modeling,Fan Yang,Fan Yang,TRUE,Vajira Manathunga,Pandemic Bonds and Stochastic Logistic Growth Model,"Pandemic bonds can be used as an effective tool to mitigate economic losses governments confronts during pandemic and transfer it to global capital market. Once considered ``uninsurable,"" pandemic bonds came to world attention with the World Bank pandemic bonds issuance in 2017. Compared to other CAT bonds, pandemic bonds received less attention from actuaries, industry professionals and academic researchers. Existing research mostly focused on how to bring epidemiological parameters to the pricing mechanism through compartmental models. In this research, we introduce stochastic logistic growth model based pandemic bond pricing framework. We demonstrate proposed model by calibrating it using COVID-19 data and pricing zero coupon bond. The model can be used as an alternative to epidemic compartmental model based pandemic bond pricing mechanisms.","Pandemic bonds can be used as an effective tool to mitigate economic losses governments confronts during pandemic and transfer it to global capital market. Once considered ``uninsurable,"" pandemic bonds came to world attention with the World Bank pandemic bonds issuance in 2017. Compared to other CAT bonds, pandemic bonds received less attention from actuaries, industry professionals and academic researchers. Existing research mostly focused on how to bring epidemiological parameters to the pricing mechanism through compartmental models. In this research, we introduce stochastic logistic growth model based pandemic bond pricing framework. We demonstrate proposed model by calibrating it using COVID-19 data and pricing zero coupon bond. The model can be used as an alternative to epidemic compartmental model based pandemic bond pricing mechanisms.",,Vajira Manathunga, ,Middle Tennessee State University,,,Catastrophic risk modeling
